what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129970905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129972443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129973397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129974399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129995208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365129998374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130000958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130002142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130031541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130036263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130076812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130079365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130091434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130092221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130095102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130096951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130114526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365130118514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365130124960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365130126457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130128311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130481364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365130497284
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365130497968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365130502205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130503244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130525200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130526800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130609055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130612798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130795874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365130800689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365130803156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130804367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130838577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130846227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130847188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365130848445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365131422924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365131427853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365131468037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365131469261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365132195002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365132196461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365132200059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365133981610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365133984134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365150159265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365150159285
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365150159481
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1365162717983
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1365162717984
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1365162717984
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1365162717984
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1365162717984
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1365162717984
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1365162717984
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1365162717984
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1365162717984
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1365162717984
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1365162717984
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1365162717984
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1365162717984
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1365162717984
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1365162717984
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1365162717984
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1365162717984
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1365162717984
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1365162717984
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1365162717984
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1365162717984
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1365162717984
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1365162717984
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1365162717984
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1365162717984
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1365162717984
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1365162717984
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1365162717984
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1365162717984
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1365162717984
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1365162717984
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1365162717984
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1365162717984
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1365162717984
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1365162717984
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1365162717984
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1365162717984
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1365162717984
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1365162717984
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1365162717984
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1365162717984
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1365162717984
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1365162717984
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1365162717984
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1365162717984
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1365162717984
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1365162717984
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1365162717984
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1365162717984
